"sac_train/steps","gentle-surf-19 - _step","gentle-surf-19 - _step__MIN","gentle-surf-19 - _step__MAX","gentle-surf-19 - sac_train/episode_return","gentle-surf-19 - sac_train/episode_return__MIN","gentle-surf-19 - sac_train/episode_return__MAX","vivid-river-17 - _step","vivid-river-17 - _step__MIN","vivid-river-17 - _step__MAX","vivid-river-17 - sac_train/episode_return","vivid-river-17 - sac_train/episode_return__MIN","vivid-river-17 - sac_train/episode_return__MAX","likely-lion-15 - _step","likely-lion-15 - _step__MIN","likely-lion-15 - _step__MAX","likely-lion-15 - sac_train/episode_return","likely-lion-15 - sac_train/episode_return__MIN","likely-lion-15 - sac_train/episode_return__MAX","gentle-rain-13 - _step","gentle-rain-13 - _step__MIN","gentle-rain-13 - _step__MAX","gentle-rain-13 - sac_train/episode_return","gentle-rain-13 - sac_train/episode_return__MIN","gentle-rain-13 - sac_train/episode_return__MAX","clean-bee-10 - _step","clean-bee-10 - _step__MIN","clean-bee-10 - _step__MAX","clean-bee-10 - sac_train/episode_return","clean-bee-10 - sac_train/episode_return__MIN","clean-bee-10 - sac_train/episode_return__MAX"
"39800","4177","4177","4177","-119.21754050134084","-119.21754050134084","-119.21754050134084","4177","4177","4177","-224.74650368001465","-224.74650368001465","-224.74650368001465","4177","4177","4177","-2.7942088818860964","-2.7942088818860964","-2.7942088818860964","4177","4177","4177","-7.5659070630430225","-7.5659070630430225","-7.5659070630430225","4177","4177","4177","-125.10040434950929","-125.10040434950929","-125.10040434950929"
"40000","4198","4198","4198","-233.13358409301065","-233.13358409301065","-233.13358409301065","4198","4198","4198","-130.42795810688708","-130.42795810688708","-130.42795810688708","4198","4198","4198","-121.65098136320162","-121.65098136320162","-121.65098136320162","4198","4198","4198","-2.371949189894666","-2.371949189894666","-2.371949189894666","4198","4198","4198","-113.93596946928753","-113.93596946928753","-113.93596946928753"
"40200","4219","4219","4219","-6.256135611116196","-6.256135611116196","-6.256135611116196","4219","4219","4219","-4.835327775308858","-4.835327775308858","-4.835327775308858","4219","4219","4219","-225.52532624038287","-225.52532624038287","-225.52532624038287","4219","4219","4219","-121.6175983412271","-121.6175983412271","-121.6175983412271","4219","4219","4219","-119.12351652643154","-119.12351652643154","-119.12351652643154"
"40400","4240","4240","4240","-5.277106623644192","-5.277106623644192","-5.277106623644192","4240","4240","4240","-121.44789110426277","-121.44789110426277","-121.44789110426277","4240","4240","4240","-334.8576262989825","-334.8576262989825","-334.8576262989825","4240","4240","4240","-124.02032068638721","-124.02032068638721","-124.02032068638721","4240","4240","4240","-119.68819222732539","-119.68819222732539","-119.68819222732539"
"40600","4261","4261","4261","-2.1404534901002013","-2.1404534901002013","-2.1404534901002013","4261","4261","4261","-244.54992859247517","-244.54992859247517","-244.54992859247517","4261","4261","4261","-120.84525780888389","-120.84525780888389","-120.84525780888389","4261","4261","4261","-5.168186373435061","-5.168186373435061","-5.168186373435061","4261","4261","4261","-117.56069464600023","-117.56069464600023","-117.56069464600023"
"40800","4282","4282","4282","-116.61038111840693","-116.61038111840693","-116.61038111840693","4282","4282","4282","-125.00365278246625","-125.00365278246625","-125.00365278246625","4282","4282","4282","-118.80802917442534","-118.80802917442534","-118.80802917442534","4282","4282","4282","-125.38263751224967","-125.38263751224967","-125.38263751224967","4282","4282","4282","-237.86018241059196","-237.86018241059196","-237.86018241059196"
"41000","4303","4303","4303","-229.83020532119443","-229.83020532119443","-229.83020532119443","4303","4303","4303","-130.21071195830953","-130.21071195830953","-130.21071195830953","4303","4303","4303","-120.52767431119878","-120.52767431119878","-120.52767431119878","4303","4303","4303","-232.34058268151173","-232.34058268151173","-232.34058268151173","4303","4303","4303","-238.01145446403015","-238.01145446403015","-238.01145446403015"
"41200","4324","4324","4324","-119.91873139728641","-119.91873139728641","-119.91873139728641","4324","4324","4324","-123.0108471589544","-123.0108471589544","-123.0108471589544","4324","4324","4324","-126.5961705164465","-126.5961705164465","-126.5961705164465","4324","4324","4324","-240.44090267511197","-240.44090267511197","-240.44090267511197","4324","4324","4324","-119.150697010639","-119.150697010639","-119.150697010639"
"41400","4345","4345","4345","-126.45982953180305","-126.45982953180305","-126.45982953180305","4345","4345","4345","-5.474714364939919","-5.474714364939919","-5.474714364939919","4345","4345","4345","-126.1432709383178","-126.1432709383178","-126.1432709383178","4345","4345","4345","-121.1732609229608","-121.1732609229608","-121.1732609229608","4345","4345","4345","-126.32467231410824","-126.32467231410824","-126.32467231410824"
"41600","4366","4366","4366","-125.73988526013072","-125.73988526013072","-125.73988526013072","4366","4366","4366","-122.22312883289679","-122.22312883289679","-122.22312883289679","4366","4366","4366","-235.1255971787416","-235.1255971787416","-235.1255971787416","4366","4366","4366","-125.37882477230872","-125.37882477230872","-125.37882477230872","4366","4366","4366","-123.43398088405934","-123.43398088405934","-123.43398088405934"
"41800","4387","4387","4387","-241.68357814875156","-241.68357814875156","-241.68357814875156","4387","4387","4387","-124.82544083932886","-124.82544083932886","-124.82544083932886","4387","4387","4387","-2.227611293666872","-2.227611293666872","-2.227611293666872","4387","4387","4387","-123.03875554342017","-123.03875554342017","-123.03875554342017","4387","4387","4387","-125.51580092490646","-125.51580092490646","-125.51580092490646"
"42000","4408","4408","4408","-119.95344475677305","-119.95344475677305","-119.95344475677305","4408","4408","4408","-242.82594627562406","-242.82594627562406","-242.82594627562406","4408","4408","4408","-347.70103512591567","-347.70103512591567","-347.70103512591567","4408","4408","4408","-353.90231198699115","-353.90231198699115","-353.90231198699115","4408","4408","4408","-239.3745444951262","-239.3745444951262","-239.3745444951262"
"42200","4429","4429","4429","-389.14645249937","-389.14645249937","-389.14645249937","4429","4429","4429","-242.71394698835306","-242.71394698835306","-242.71394698835306","4429","4429","4429","-117.66121422481704","-117.66121422481704","-117.66121422481704","4429","4429","4429","-3.8126216603570233","-3.8126216603570233","-3.8126216603570233","4429","4429","4429","-117.07787150937595","-117.07787150937595","-117.07787150937595"
"42400","4450","4450","4450","-300.6413336981952","-300.6413336981952","-300.6413336981952","4450","4450","4450","-344.3386770825399","-344.3386770825399","-344.3386770825399","4450","4450","4450","-117.19797949935453","-117.19797949935453","-117.19797949935453","4450","4450","4450","-121.56850800499475","-121.56850800499475","-121.56850800499475","4450","4450","4450","-122.58209699869607","-122.58209699869607","-122.58209699869607"
"42600","4471","4471","4471","-2.6357601625574003","-2.6357601625574003","-2.6357601625574003","4471","4471","4471","-233.06425562430852","-233.06425562430852","-233.06425562430852","4471","4471","4471","-126.51958499040927","-126.51958499040927","-126.51958499040927","4471","4471","4471","-119.55917331244572","-119.55917331244572","-119.55917331244572","4471","4471","4471","-126.01205658446631","-126.01205658446631","-126.01205658446631"
"42800","4492","4492","4492","-3.864254945285191","-3.864254945285191","-3.864254945285191","4492","4492","4492","-234.63521326559422","-234.63521326559422","-234.63521326559422","4492","4492","4492","-121.29011308145681","-121.29011308145681","-121.29011308145681","4492","4492","4492","-120.51085019442627","-120.51085019442627","-120.51085019442627","4492","4492","4492","-234.37386690231241","-234.37386690231241","-234.37386690231241"
"43000","4513","4513","4513","-327.8959369418647","-327.8959369418647","-327.8959369418647","4513","4513","4513","-5.163991280152455","-5.163991280152455","-5.163991280152455","4513","4513","4513","-241.06108923184354","-241.06108923184354","-241.06108923184354","4513","4513","4513","-5.809398004786676","-5.809398004786676","-5.809398004786676","4513","4513","4513","-124.55818072464749","-124.55818072464749","-124.55818072464749"
"43200","4534","4534","4534","-126.1738094792586","-126.1738094792586","-126.1738094792586","4534","4534","4534","-5.493132398855248","-5.493132398855248","-5.493132398855248","4534","4534","4534","-118.07928122886325","-118.07928122886325","-118.07928122886325","4534","4534","4534","-121.2769014021866","-121.2769014021866","-121.2769014021866","4534","4534","4534","-118.8671013021426","-118.8671013021426","-118.8671013021426"
"43400","4555","4555","4555","-2.723937196686067","-2.723937196686067","-2.723937196686067","4555","4555","4555","-122.29346366058293","-122.29346366058293","-122.29346366058293","4555","4555","4555","-121.36086867293763","-121.36086867293763","-121.36086867293763","4555","4555","4555","-120.05798719972115","-120.05798719972115","-120.05798719972115","4555","4555","4555","-120.29976709523432","-120.29976709523432","-120.29976709523432"
"43600","4576","4576","4576","-231.6026791859789","-231.6026791859789","-231.6026791859789","4576","4576","4576","-238.23143052382432","-238.23143052382432","-238.23143052382432","4576","4576","4576","-2.775722073603718","-2.775722073603718","-2.775722073603718","4576","4576","4576","-5.8443669087137","-5.8443669087137","-5.8443669087137","4576","4576","4576","-232.35410600593826","-232.35410600593826","-232.35410600593826"
"43800","4597","4597","4597","-123.70496247888607","-123.70496247888607","-123.70496247888607","4597","4597","4597","-5.482599076630617","-5.482599076630617","-5.482599076630617","4597","4597","4597","-3.0023246683091918","-3.0023246683091918","-3.0023246683091918","4597","4597","4597","-123.58047451966634","-123.58047451966634","-123.58047451966634","4597","4597","4597","-1.8239346586391212","-1.8239346586391212","-1.8239346586391212"
"44000","4618","4618","4618","-241.70200226887644","-241.70200226887644","-241.70200226887644","4618","4618","4618","-124.26884392976751","-124.26884392976751","-124.26884392976751","4618","4618","4618","-233.8546348952764","-233.8546348952764","-233.8546348952764","4618","4618","4618","-231.013872424041","-231.013872424041","-231.013872424041","4618","4618","4618","-120.76304506064851","-120.76304506064851","-120.76304506064851"
"44200","4639","4639","4639","-225.79808608158024","-225.79808608158024","-225.79808608158024","4639","4639","4639","-6.620630945923297","-6.620630945923297","-6.620630945923297","4639","4639","4639","-118.0579547646704","-118.0579547646704","-118.0579547646704","4639","4639","4639","-243.35729997144242","-243.35729997144242","-243.35729997144242","4639","4639","4639","-118.71417715744542","-118.71417715744542","-118.71417715744542"
"44400","4660","4660","4660","-2.1853879994708105","-2.1853879994708105","-2.1853879994708105","4660","4660","4660","-6.215154755111952","-6.215154755111952","-6.215154755111952","4660","4660","4660","-336.8844427705505","-336.8844427705505","-336.8844427705505","4660","4660","4660","-122.99434487379666","-122.99434487379666","-122.99434487379666","4660","4660","4660","-122.66329489610872","-122.66329489610872","-122.66329489610872"
"44600","4681","4681","4681","-129.1615323302904","-129.1615323302904","-129.1615323302904","4681","4681","4681","-220.38104508754145","-220.38104508754145","-220.38104508754145","4681","4681","4681","-122.64384206880561","-122.64384206880561","-122.64384206880561","4681","4681","4681","-238.1030887255898","-238.1030887255898","-238.1030887255898","4681","4681","4681","-122.26673326135158","-122.26673326135158","-122.26673326135158"
"44800","4702","4702","4702","-238.31351629443753","-238.31351629443753","-238.31351629443753","4702","4702","4702","-128.1255830058607","-128.1255830058607","-128.1255830058607","4702","4702","4702","-116.52569864626479","-116.52569864626479","-116.52569864626479","4702","4702","4702","-126.42815938629923","-126.42815938629923","-126.42815938629923","4702","4702","4702","-126.91005051688637","-126.91005051688637","-126.91005051688637"
"45000","4723","4723","4723","-233.97286160004782","-233.97286160004782","-233.97286160004782","4723","4723","4723","-128.34421080636818","-128.34421080636818","-128.34421080636818","4723","4723","4723","-284.2109862801744","-284.2109862801744","-284.2109862801744","4723","4723","4723","-2.2079862602764506","-2.2079862602764506","-2.2079862602764506","4723","4723","4723","-118.41245902979365","-118.41245902979365","-118.41245902979365"
"45200","4744","4744","4744","-225.67773250639377","-225.67773250639377","-225.67773250639377","4744","4744","4744","-123.13454233713676","-123.13454233713676","-123.13454233713676","4744","4744","4744","-121.08579771650736","-121.08579771650736","-121.08579771650736","4744","4744","4744","-6.169653010260054","-6.169653010260054","-6.169653010260054","4744","4744","4744","-122.78518031149251","-122.78518031149251","-122.78518031149251"
"45400","4765","4765","4765","-124.07281717003008","-124.07281717003008","-124.07281717003008","4765","4765","4765","-127.61232317897777","-127.61232317897777","-127.61232317897777","4765","4765","4765","-119.59710718427142","-119.59710718427142","-119.59710718427142","4765","4765","4765","-3.8700395001758627","-3.8700395001758627","-3.8700395001758627","4765","4765","4765","-4.934759403332332","-4.934759403332332","-4.934759403332332"
"45600","4786","4786","4786","-121.83893415389696","-121.83893415389696","-121.83893415389696","4786","4786","4786","-118.7593593663814","-118.7593593663814","-118.7593593663814","4786","4786","4786","-233.62383424417055","-233.62383424417055","-233.62383424417055","4786","4786","4786","-4.984316984367448","-4.984316984367448","-4.984316984367448","4786","4786","4786","-7.42903793864907","-7.42903793864907","-7.42903793864907"
"45800","4807","4807","4807","-117.45277551406298","-117.45277551406298","-117.45277551406298","4807","4807","4807","-119.835773751235","-119.835773751235","-119.835773751235","4807","4807","4807","-121.15415966241432","-121.15415966241432","-121.15415966241432","4807","4807","4807","-118.45756953409119","-118.45756953409119","-118.45756953409119","4807","4807","4807","-126.49192659168247","-126.49192659168247","-126.49192659168247"
